Potential (V),Capacity (Ah),Current (A)
4.26936025,0.2841417472,0.0479943093
4.26975646,0.2842093387,0.0479939707
4.27015206,0.2842769304,0.0479941202
4.27056553,0.284344522,0.0479939067
4.27095701,0.2844121136,0.0479940592
4.27136475,0.2844797052,0.0479943185
4.27176401,0.2845472969,0.0479939006
4.27216458,0.2846148885,0.0479941751
4.27257537,0.2846824801,0.0479938182
4.27296883,0.2847500718,0.0479940836
4.27337963,0.2848176634,0.0479942605
4.27378111,0.2848852551,0.047993928
4.27418144,0.2849528467,0.0479941873
4.27459774,0.2850204384,0.0479938365
4.27499151,0.28508803,0.0479939341
4.27540238,0.2851556217,0.0479943703
4.27580439,0.2852232133,0.047993925
4.27620725,0.2852908049,0.0479941446
4.27662301,0.2853583965,0.0479938304
4.27701708,0.2854259882,0.0479940378
4.2774333,0.2854935798,0.0479943246
4.27783623,0.2855611714,0.0479939829
4.27823969,0.285628763,0.0479941782
4.27865706,0.2856963547,0.0479938762
4.2790538,0.2857639463,0.0479940561
4.27947048,0.285831538,0.0479943246
4.27987448,0.2858991296,0.0479939219
4.28028069,0.2859667212,0.0479941934
4.28069714,0.2860343128,0.0479937938
4.28109847,0.2861019044,0.0479939677
4.28151522,0.2861694961,0.04799423
4.28192182,0.2862370877,0.0479938457
4.2823291,0.2863046793,0.0479941141
4.2827496,0.2863722709,0.0479938396
4.28315016,0.2864398626,0.0479939829
4.2835689,0.2865074542,0.047994291
4.28397863,0.2865750458,0.0479939585
4.28438545,0.2866426374,0.0479942026
4.28480793,0.286710229,0.0479938121
4.28520941,0.2867778207,0.0479940073
4.28563243,0.2868454123,0.0479943032
4.28604254,0.2869130039,0.0479939524
4.28645288,0.2869805955,0.0479941538
4.2868781,0.2870481871,0.0479938731
4.2872805,0.2871157787,0.0479939189
4.28770428,0.2871833704,0.0479942575
4.28811706,0.287250962,0.0479938762
4.28853007,0.2873185536,0.0479941965
4.28895469,0.2873861452,0.0479937694
4.28936198,0.2874537368,0.0479940012
4.2897869,0.2875213284,0.0479942819
4.29020014,0.2875889201,0.0479939829
4.29061499,0.2876565117,0.0479941294
4.29104373,0.2877241033,0.0479938121
4.29145124,0.287791695,0.0479939707
4.29187975,0.2878592866,0.0479943185
4.29229483,0.2879268782,0.0479939982
4.29271044,0.2879944699,0.0479943032
4.29314086,0.2880620615,0.0479938426
4.29354753,0.2881296532,0.0479939341
4.29397818,0.2881972448,0.0479943368
4.29439555,0.2882648364,0.0479939768
4.29481421,0.2883324281,0.0479941172
4.29524478,0.2884000197,0.0479938853
4.29565764,0.2884676113,0.0479939951
4.2960886,0.288535203,0.0479943307
4.29650673,0.2886027946,0.0479938853
4.29692448,0.2886703862,0.0479942483
4.29735917,0.2887379778,0.0479937786
4.2977731,0.2888055695,0.0479940775
4.29820574,0.2888731611,0.0479942697
4.29862616,0.2889407527,0.0479939006
4.29904727,0.2890083444,0.0479941904
4.29948525,0.289075936,0.0479937511
4.29989811,0.2891435276,0.0479940073
4.30033128,0.2892111192,0.0479942971
4.30075674,0.2892787109,0.0479939555
4.30117869,0.2893463025,0.0479941233
4.30161858,0.2894138941,0.0479938945
4.30203365,0.2894814857,0.0479939677
4.30246957,0.2895490773,0.0479942605
4.30289496,0.2896166689,0.0479939128
4.30332003,0.2896842605,0.0479941294
4.30376107,0.2897518521,0.0479937999
4.30418073,0.2898194438,0.0479940073
4.30461848,0.2898870354,0.0479942727
4.3050447,0.289954627,0.0479939402
4.30547299,0.2900222186,0.0479941355
4.30591471,0.2900898102,0.0479937755
4.30633567,0.2901574018,0.047993986
4.30677525,0.2902249935,0.0479943612
4.30720575,0.2902925851,0.0479939738
4.30763595,0.2903601767,0.0479941355
4.30808019,0.2904277684,0.0479938213
4.30850222,0.29049536,0.0479939707
4.30894639,0.2905629516,0.0479944008
4.30937589,0.2906305433,0.047993986
4.30981021,0.2906981349,0.0479942331
4.31025392,0.2907657265,0.0479938335
4.31068053,0.2908333182,0.0479939402
4.31112309,0.2909009098,0.0479942422
4.31155871,0.2909685014,0.0479939768
4.31199264,0.2910360931,0.0479940836
4.31244109,0.2911036847,0.0479938091
4.31286686,0.2911712763,0.0479940897
4.31331477,0.291238868,0.0479942971
4.31374924,0.2913064596,0.0479939128
4.31418623,0.2913740512,0.0479941751
4.31463582,0.2914416428,0.0479937816
4.31506662,0.2915092345,0.0479941385
4.31551476,0.2915768261,0.0479942544
4.31594977,0.2916444177,0.0479939128
4.31638913,0.2917120093,0.0479941568
4.31684238,0.291779601,0.0479937603
4.31727288,0.2918471926,0.0479940989
4.31772454,0.2919147842,0.0479943276
4.31816435,0.2919823758,0.0479939189
4.3186057,0.2920499674,0.0479942056
4.31905949,0.2921175591,0.0479937755
4.31949312,0.2921851507,0.0479939433
4.31995203,0.2922527423,0.0479943429
4.32039299,0.2923203339,0.0479939738
4.3208383,0.2923879255,0.0479942026
4.3212979,0.2924555171,0.0479937725
4.3217339,0.2925231088,0.0479941355
4.32219051,0.2925907004,0.0479943124
4.32263697,0.292658292,0.0479938792
4.32308237,0.2927258836,0.0479941843
4.32354051,0.2927934753,0.0479939067
4.32397979,0.2928610669,0.047993989
4.32443901,0.2929286585,0.0479943185
4.32488516,0.2929962501,0.0479939341
4.32533277,0.2930638418,0.0479941446
4.32579419,0.2931314333,0.0479938396
4.32623447,0.293199025,0.047993986
4.32669559,0.2932666166,0.0479942361
4.32714419,0.2933342082,0.0479940043
4.32759371,0.2934017998,0.0479941873
4.32805742,0.2934693915,0.0479938182
4.32850312,0.2935369831,0.0479938823
4.32896547,0.2936045747,0.0479943429
4.32941643,0.2936721663,0.0479939677
4.32986625,0.293739758,0.0479941843
4.33033135,0.2938073496,0.047993806
4.33077659,0.2938749412,0.0479940287
4.3312387,0.2939425328,0.0479942178
4.33169242,0.2940101244,0.0479939067
4.33214575,0.2940777161,0.0479940683
4.3326155,0.2941453077,0.0479938182
4.33306197,0.2942128993,0.0479940287
4.33352874,0.2942804909,0.0479943154
4.33398459,0.2943480825,0.0479939799
4.33444068,0.2944156742,0.0479941904
4.33491157,0.2944832658,0.0479938579
4.33536071,0.2945508574,0.0479940561
4.33582771,0.294618449,0.0479942392
4.33628654,0.2946860406,0.0479939738
4.33674812,0.2947536323,0.047994108
4.33722292,0.2948212239,0.0479938335
4.33767304,0.2948888155,0.0479940287
4.33814493,0.2949564072,0.0479943581
4.33860529,0.2950239988,0.0479939799
4.33906909,0.2950915904,0.0479942026
4.33955419,0.2951591821,0.0479938182
4.34001172,0.2952267737,0.0479940683
4.34048636,0.2952943653,0.0479943124
4.340951,0.295361957,0.0479939921
4.34141472,0.2954295486,0.0479941568
4.34189295,0.2954971402,0.047993803
4.34234941,0.2955647319,0.0479939951
4.34282642,0.2956323235,0.0479943185
4.34328999,0.2956999151,0.047993867
4.34375554,0.2957675068,0.0479941873
4.3442366,0.2958350984,0.0479938182
4.3446965,0.29590269,0.0479939616
4.34517152,0.2959702817,0.0479942971
4.34563654,0.2960378733,0.0479938884
4.34610194,0.2961054649,0.047994166
4.3465862,0.2961730566,0.047993867
4.34704511,0.2962406482,0.0479940287
4.34752617,0.2963082399,0.047994288
4.3479921,0.2963758315,0.0479938274
4.34846063,0.2964434231,0.0479941721
4.34894413,0.2965110148,0.047993806
4.34940457,0.2965786064,0.0479940043
4.34988364,0.2966461981,0.0479943093
4.35035416,0.2967137897,0.0479940012
4.35082345,0.2967813813,0.0479942117
4.35130955,0.2968489729,0.0479938121
4.35177602,0.2969165646,0.047993989
4.35225875,0.2969841562,0.0479943154
4.35273141,0.2970517478,0.0479940104
4.35317245,0.2971193395,0.0479942941
4.35365557,0.2971869311,0.0479938731
4.35413723,0.2972545227,0.0479939951
4.35462676,0.2973221144,0.0479942544
4.35510499,0.297389706,0.0479940134
4.3555807,0.2974572977,0.0479941629
4.35606848,0.2975248893,0.0479938426
4.35653671,0.2975924809,0.0479940622
4.35702456,0.2976600726,0.0479943398
4.35749974,0.2977276642,0.0479939829
4.35797598,0.2977952559,0.0479941233
4.35846902,0.2978628475,0.0479939158
4.35893947,0.2979304392,0.04799405
4.35942877,0.2979980309,0.0479943093
4.35990578,0.2980656225,0.0479939707
4.36038424,0.2981332142,0.0479941782
4.36087621,0.2982008058,0.0479938701
4.36134941,0.2982683975,0.0479940317
4.36184016,0.2983359892,0.0479942819
4.36231709,0.2984035808,0.047993986
4.36279762,0.2984711724,0.0479941324
4.36329203,0.2985387641,0.0479938609
4.36376454,0.2986063557,0.0479940348
4.36425506,0.2986739474,0.047994291
4.36473757,0.298741539,0.0479940653
4.36521695,0.2988091307,0.0479941507
4.3657145,0.2988767223,0.0479938853
4.36619014,0.2989443139,0.0479939158
4.36668333,0.2990119056,0.0479942453
4.36716263,0.2990794972,0.0479940439
4.36764957,0.2991470888,0.0479941294
4.36814468,0.2992146805,0.0479938304
4.36862207,0.2992822721,0.0479940805
4.3691184,0.2993498637,0.047994288
4.36960221,0.2994174554,0.0479939402
4.37008563,0.299485047,0.0479942636
4.37058471,0.2995526387,0.0479939067
4.3710631,0.2996202304,0.0479940256
4.37156149,0.2996878221,0.0479943337
4.37204545,0.2997554137,0.0479940683
4.37253048,0.2998230054,0.0479942117
4.37303353,0.299890597,0.0479938304
4.37350939,0.2999581887,0.0479939433
4.37400847,0.3000257803,0.0479942819
4.37449503,0.300093372,0.047993986
4.37498494,0.3001609636,0.0479941324
4.37548776,0.3002285552,0.0479938121
4.37596966,0.3002961468,0.0479939463
4.37646912,0.3003637385,0.0479943673
4.37695744,0.3004313301,0.0479939707
4.3774472,0.3004989217,0.0479941568
4.37795224,0.3005665134,0.0479939372
4.37843513,0.300634105,0.0479940287
4.37893634,0.3007016967,0.0479943276
4.37942618,0.3007692883,0.047993928
4.3799161,0.3008368799,0.0479941904
4.38042121,0.3009044716,0.0479938091
4.38090678,0.3009720632,0.0479940317
4.3814109,0.3010396548,0.0479942758
4.38190097,0.3011072465,0.0479939646
4.38239432,0.3011748381,0.0479942117
4.38289905,0.3012424297,0.0479938457
4.38338859,0.3013100214,0.0479940287
4.38389477,0.301377613,0.0479943612
4.38438896,0.3014452047,0.0479940165
4.38488262,0.3015127963,0.0479941446
4.38539117,0.3015803879,0.0479938335
4.38587773,0.3016479796,0.0479939951
4.38638475,0.3017155712,0.0479943124
4.38687795,0.3017831628,0.0479939006
4.38737597,0.3018507545,0.0479941233
4.38788261,0.3019183461,0.0479938762
4.38837291,0.3019859378,0.0479940622
4.38887985,0.3020535294,0.0479943795
4.38937642,0.302121121,0.0479938365
4.3898729,0.3021887126,0.0479941812
4.39038374,0.3022563043,0.047993742
4.39087274,0.3023238959,0.04799405
4.39138114,0.3023914876,0.0479943215
4.3918774,0.3024590792,0.047993867
4.39237411,0.3025266708,0.0479942148
4.39288465,0.3025942625,0.0479938518
4.39337663,0.3026618541,0.0479939738
4.39388503,0.3027294458,0.0479943398
4.39438373,0.3027970374,0.0479939524
4.39488128,0.302864629,0.0479941995
4.39539296,0.3029322207,0.047993806
4.39588533,0.3029998124,0.0479941416
4.39639609,0.303067404,0.0479943276
4.39689204,0.3031349957,0.0479940439
4.39739243,0.3032025873,0.047994169
4.39790373,0.3032701789,0.0479937572
4.39839891,0.3033377706,0.0479939951
4.39891052,0.3034053622,0.0479942819
4.39940983,0.3034729539,0.0479940256
4.39990899,0.3035405455,0.0479941416
4.4,0.3035519637,0.0479942666
4.4000146,0.3035544105,0.0479941202
